,Year,Make,Model,Security,Hardware Part Number,Is this hardware clonable?
62,1993,Pontiac,Firebird,PK2,Information not available,No
63,1994,Buick,LeSabre,PK2,Information not available,No
64,1994,Buick,Park Avenue,PK2,Information not available,No
65,1994,Buick,Regal,PK2,Information not available,No
66,1994,Buick,Roadmaster,PK2,U40-051,No
67,1994,Cadillac,Deville,PK1,Information not available,No
68,1994,Cadillac,Eldorado,PK1,Information not available,No
69,1994,Cadillac,Brougham,PK2,Information not available,No
70,1994,Cadillac,Seville,PK2,Information not available,No
71,1994,Chevrolet,Corvette,PK1,U40-051,No
72,1994,Chevrolet,Camaro,PK2,U30C,No
73,1994,Chevrolet,Caprice/SS,PK2,U40-051,No
74,1994,Oldsmobile,Cutlass Supreme,PK2,U30C,No
75,1994,Oldsmobile,Eighty-Eight,PK2,Information not available,No
76,1994,Oldsmobile,Ninety-Eight,PK2,Information not available,No
77,1994,Pontiac,Bonneville,PK2,Information not available,No
78,1994,Pontiac,Firebird,PK2,U30C,No
79,1994,Pontiac,Grand Am,PK2,U30C,No
80,1995,Buick,LeSabre,PK2,Information not available,No
81,1995,Buick,Park Avenue,PK2,Information not available,No
82,1995,Buick,Regal,PK2,U30C,No
83,1995,Buick,Riviera,PK2,Information not available,No
84,1995,Buick,Roadmaster,PK2,U40-051,No
85,1995,Cadillac,Deville,PK1,Information not available,No
86,1995,Cadillac,Eldorado,PK1,Information not available,No
87,1995,Cadillac,Brougham,PK2,Information not available,No
88,1995,Cadillac,Seville,PK2,Information not available,No
89,1995,Chevrolet,Corvette,PK1,U40-051,No
90,1995,Chevrolet,Camaro,PK2,U40-051,No
91,1995,Chevrolet,Caprice/SS,PK2,U40-051,No
92,1995,Chevrolet,Lumina,PK2,U30C,No
93,1995,Chevrolet,Monte Carlo,PK2,U30C,No
94,1995,Chevrolet,Cavalier,PL1,Information not available,No
95,1995,Oldsmobile,Cutlass Supreme,PK2,U30C,No
96,1995,Oldsmobile,Aurora,PK2,Information not available,No
97,1995,Oldsmobile,Eighty-Eight,PK2,Information not available,No
98,1995,Oldsmobile,Ninety-Eight,PK2,Information not available,No
99,1995,Pontiac,Bonneville,PK2,Information not available,No
100,1995,Pontiac,Firebird,PK2,U30C,No
101,1995,Pontiac,Grand Am,PK2,U30C,No
102,1995,Pontiac,Sunfire,PL1,Information not available,No
103,1996,Buick,LeSabre,PK2,U42C-800,No
104,1996,Buick,Park Avenue,PK2,U42C-800,No
105,1996,Buick,Regal,PK2,U42C-800,No
106,1996,Buick,Riviera,PK2,U42C-800,No
107,1996,Buick,Roadmaster,PK2,U40-399,No
108,1996,Buick,Skylark,PL1,U42C-800,No
109,1996,Cadillac,Brougham,PK2,Information not available,No
110,1996,Cadillac,Deville,PK2,U42C-484,No
111,1996,Cadillac,Eldorado,PK2,U42C-484,No
112,1996,Cadillac,Seville,PK2,U42C-484,No
113,1996,Chevrolet,Corvette,PK1,U40-399,No
114,1996,Chevrolet,Camaro,PK2,U40-399,No
115,1996,Chevrolet,Caprice/SS,PK2,U40-399,No
116,1996,Chevrolet,Lumina,PK2,U42C-800,No
117,1996,Chevrolet,Monte Carlo,PK2,U42C-800,No
118,1996,Chevrolet,Cavalier,PL1,U30B,No
119,1996,Oldsmobile,Cutlass Supreme,PK2,U42C-800,No
120,1996,Oldsmobile,Aurora,PK2,U42C-484,No
121,1996,Oldsmobile,Eighty-Eight,PK2,Information not available,No
122,1996,Oldsmobile,Ninety-Eight,PK2,Information not available,No
123,1996,Oldsmobile,Achieva,PL1,U42C-800,No
124,1996,Pontiac,Bonneville,PK2,U42C-800,No
125,1996,Pontiac,Firebird,PK2,U42C-800,No
126,1996,Pontiac,Grand Am,PK2,U42C-800,No
127,1996,Pontiac,Sunfire,PL1,U30B,No
128,1998,Chevrolet,Suburban,PL2,Information not available,No
129,1998,Chevrolet,Tahoe,PL2,U41,No
130,1998,GMC,Jimmy,PL2,U41,No
131,1998,GMC,Safari,PL2,Information not available,No
132,1998,GMC,Savana,PL2,U34-588,No
133,1998,GMC,Sierra,PL2,U34-588,No
134,1998,GMC,Sonoma,PL2,U44B,No
135,1998,GMC,Suburban,PL2,Information not available,No
136,1998,GMC,Yukon Denali,PL2,Information not available,No
137,1998,Oldsmobile,Bravada,PL2,U41,No
138,1998,Oldsmobile,Intrigue,PL2,U44C-482,No
139,1999,Chevrolet,Venture,PK3,U44C-482,No
140,1999,Chevrolet,Suburban,PL2,U41,No
141,1999,Chevrolet,Tahoe,PL2,U41,No
142,1999,GMC,Jimmy,PL2,U41,No
143,1999,GMC,Safari,PL2,Information not available,No
144,1999,GMC,Savana,PL2,U41,No
145,1999,GMC,Sierra,PL2,U41,No
146,1999,GMC,Sonoma,PL2,U44B,No
147,1999,GMC,Suburban,PL2,U41,No
148,1999,GMC,Yukon Denali,PL2,Information not available,No
149,1999,Oldsmobile,Silhouette,PK3,U44C-482,No
150,1999,Oldsmobile,Alero,PL2,U44C-482,No
151,1999,Oldsmobile,Bravada,PL2,U41,No
152,1999,Oldsmobile,Intrigue,PL2,U44C-482,No
153,1999,Pontiac,Montana,PK3,U44C-482,No
154,2000,Chevrolet,Venture,PK3,U44C-482,No
155,2000,Chevrolet,Impala,PL2,U44C-482,No
156,2000,Chevrolet,Suburban,PL2,Information not available,No
157,2000,Chevrolet,Tahoe,PL2,U41,No
158,2000,GMC,Jimmy,PL2,Information not available,No
159,2000,GMC,Safari,PL2,Information not available,No
160,2000,GMC,Savana,PL2,U34-588,No
161,2000,GMC,Sierra,PL2,U41,No
162,2000,GMC,Sonoma,PL2,U44B,No
163,2000,GMC,Yukon XL,PL2,U44R,No
164,2000,GMC,Yukon Denali,PL2,Information not available,No
165,2000,Oldsmobile,Silhouette,PK3,U44C-482,No
166,2000,Oldsmobile,Alero,PL2,U44C-482,No
167,2000,Oldsmobile,Bravada,PL2,U41,No
168,2000,Oldsmobile,Intrigue,PL2,U44C-482,No
169,2000,Pontiac,Montana,PK3,U44C-482,No
170,2000,Saturn,L Series,PL2,E56-242,No
171,2000,Saturn,S Series,PL2,U29A,No
172,2001,Chevrolet,Venture,PK3,U44C-482,No
173,2001,Chevrolet,Impala,PL2,U44C-482,No
174,2001,Chevrolet,Suburban,PL2,U44R,No
175,2001,Chevrolet,Tahoe,PL2,U44R,No
176,2001,GMC,Jimmy,PL2,U44R,No
177,2001,GMC,Safari,PL2,U44R,No
178,2001,GMC,Savana,PL2,U44R,No
179,2001,GMC,Sierra,PL2,U44R,No
180,2001,GMC,Sonoma,PL2,U44R,No
181,2001,GMC,Yukon XL,PL2,U44R,No
182,2001,GMC,Yukon Denali,PL2,U44R,No
183,2001,Oldsmobile,Silhouette,PK3,U44C-482,No
184,2001,Oldsmobile,Alero,PL2,U44C-482,No
185,2001,Oldsmobile,Bravada,PL2,U44R,No
186,2001,Oldsmobile,Intrigue,PL2,U44C-482,No
187,2001,Pontiac,Aztek,PK3,U44C-482,No
188,2001,Pontiac,Montana,PK3,U44C-482,No
189,2001,Saturn,L Series,PL2,E56-242,No
190,2001,Saturn,S Series,PL2,U29A,No
191,2002,Buick,Rendezvous,PK3,U44C-482,No
192,2002,Cadillac,Escalade EXT,PL2,Information not available,No
193,2002,Chevrolet,Venture,PK3,U44C-482,No
194,2002,Chevrolet,Avalanche,PL2,U44R,No
195,2002,Chevrolet,Impala,PL2,U44C-482,No
196,2002,Chevrolet,Suburban,PL2,U44R,No
197,2002,Chevrolet,Tahoe,PL2,U44R,No
198,2002,Chevrolet,Trailblazer,PL2,P10,No
199,2002,GMC,Envoy,PL2,P10,No
200,2002,GMC,Jimmy,PL2,Information not available,No
201,2002,GMC,Safari,PL2,Information not available,No
202,2002,GMC,Savana,PL2,U44R,No
203,2002,GMC,Sierra,PL2,U44R,No
204,2002,GMC,Sonoma,PL2,U44B,No
205,2002,GMC,Yukon XL,PL2,U44R,No
206,2002,GMC,Yukon Denali,PL2,U44R,No
207,2002,Oldsmobile,Silhouette,PK3,U44C-482,No
208,2002,Oldsmobile,Alero,PL2,U44C-482,No
209,2002,Oldsmobile,Bravada,PL2,P10,No
210,2002,Oldsmobile,Intrigue,PL2,U44C-482,No
211,2002,Pontiac,Aztek,PK3,U44C-482,No
212,2002,Pontiac,Montana,PK3,U44C-482,No
213,2002,Saturn,L Series,PL2,P11,No
214,2002,Saturn,S Series,PL2,U29A,No
215,2002,Saturn,Vue,PL2,U22-143,No
216,2003,Buick,Rendezvous,PK3,U44C-482,No
217,2003,Cadillac,CTS,PK3,E56-752,No
218,2003,Cadillac,Escalade ESV,PL2,Information not available,No
219,2003,Cadillac,Escalade EXT,PL2,U44G-G03,No
220,2003,Chevrolet,Venture,PK3,U44C-482,No
221,2003,Chevrolet,Avalanche,PL2,U44G-G03,No
222,2003,Chevrolet,Impala,PL2,U44C-482,No
223,2003,Chevrolet,SSR,PL2,Information not available,No
224,2003,Chevrolet,Suburban,PL2,U44G-G03,No
225,2003,Chevrolet,Tahoe,PL2,U44G-G03,No
226,2003,Chevrolet,Trailblazer,PL2,U44G-G03,No
227,2003,GMC,Envoy,PL2,U44G-G03,No
228,2003,GMC,Jimmy,PL2,Information not available,No
229,2003,GMC,Safari,PL2,U44G-G03,No
230,2003,GMC,Savana,PL2,U44G-G03,No
231,2003,GMC,Sierra,PL2,U44G-G03,No
232,2003,GMC,Sonoma,PL2,U44G-G03,No
233,2003,GMC,Yukon XL,PL2,U44G-G03,No
234,2003,GMC,Yukon Denali,PL2,U44G-G03,No
235,2003,Hummer,H2,PL2,U44G-G03,No
236,2003,Oldsmobile,Silhouette,PK3,U44C-482,No
237,2003,Oldsmobile,Alero,PL2,U44C-482,No
238,2003,Oldsmobile,Bravada,PL2,P10,No
239,2003,Pontiac,Vibe,Information not available,Information not available,No
240,2003,Pontiac,Aztek,PK3,U44C-482,No
241,2003,Pontiac,Montana,PK3,U44C-482,No
242,2003,Saturn,L Series,PL2,P11,No
243,2003,Saturn,Vue,PL2,U22-143,No
244,2003,Saturn,ION,PL3,U22-TN7,No
245,2004,Buick,Rendezvous,PK3,U44C-721,No
246,2004,Buick,Rainier,PL2,U44G-G45,No
247,2004,Cadillac,XLR,EZ,U36-E22,No
248,2004,Cadillac,CTS,PK3,E55-507,No
249,2004,Cadillac,SRX,PK3,E55-507,No
250,2004,Cadillac,Escalade ESV,PL2,Information not available,No
251,2004,Cadillac,Escalade EXT,PL2,U44G-G45,No
252,2004,Chevrolet,Venture,PK3,U44C-721,No
253,2004,Chevrolet,Avalanche,PL2,U44G-G45,No
254,2004,Chevrolet,Classic,PL2,P11,No
255,2004,Chevrolet,Impala,PL2,U44C-721,No
256,2004,Chevrolet,SSR,PL2,Information not available,No
257,2004,Chevrolet,Suburban,PL2,U44G-G45,No
258,2004,Chevrolet,Tahoe,PL2,U44G-G45,No
259,2004,Chevrolet,Trailblazer,PL2,U44G-G45,No
260,2004,Chevrolet,Colorado,PL3,P12-N64,No
261,2004,GMC,Envoy,PL2,U44G-G45,No
262,2004,GMC,Envoy XUV,PL2,Information not available,No
263,2004,GMC,Jimmy,PL2,U44G-G45,No
264,2004,GMC,Safari,PL2,U44G-G45,No
265,2004,GMC,Savana,PL2,U44G-G45,No
266,2004,GMC,Sierra,PL2,U44G-G45,No
267,2004,GMC,Sonoma,PL2,Information not available,No
268,2004,GMC,Yukon XL,PL2,U44G-G45,No
269,2004,GMC,Yukon Denali,PL2,U44G-G45,No
270,2004,GMC,Canyon,PL3,Information not available,No
271,2004,Hummer,H2,PL2,U36-E22,No
272,2004,Oldsmobile,Silhouette,PK3,U44C-721,No
273,2004,Oldsmobile,Alero,PL2,U44C-721,No
274,2004,Oldsmobile,Bravada,PL2,P10,No
275,2004,Pontiac,GTO,Holden,U44G-G45,No
276,2004,Pontiac,Vibe,Information not available,Information not available,No
277,2004,Pontiac,Aztek,PK3,U44C-721,No
278,2004,Pontiac,Montana,PK3,U44C-721,No
279,2004,Saturn,L Series,PL2,Information not available,No
280,2004,Saturn,Vue,PL2,U22-143,No
281,2004,Saturn,ION,PL3,U22-TN7,No
282,2005,Buick,LaCrosse,PK3,U32-C55,No
283,2005,Buick,Rendezvous,PK3,E55-507,No
284,2005,Buick,Terraza,PK3,U32-XC2,No
285,2005,Buick,Rainier,PL2,P10,No
286,2005,Cadillac,STS,EZ,E55-509,No
287,2005,Cadillac,XLR,EZ,U36-E22,No
288,2005,Cadillac,CTS,PK3,U44G-G45,No
289,2005,Cadillac,SRX,PK3,E55-507,No
290,2005,Cadillac,Escalade ESV,PL2,Information not available,No
291,2005,Cadillac,Escalade EXT,PL2,U44G-G45,No
292,2005,Chevrolet,Uplander,PK3,U32-XC2,No
293,2005,Chevrolet,Venture,PK3,U44C-721,No
294,2005,Chevrolet,Avalanche,PL2,U44G-G45,No
295,2005,Chevrolet,Classic,PL2,P11,No
296,2005,Chevrolet,Equinox,PL2,U32-XJ5,No
297,2005,Chevrolet,Impala,PL2,U44C-721,No
298,2005,Chevrolet,SSR,PL2,E40-883,No
299,2005,Chevrolet,Suburban,PL2,U44G-G45,No
300,2005,Chevrolet,Tahoe,PL2,U44G-G45,No
301,2005,Chevrolet,Trailblazer,PL2,P10,No
302,2005,Chevrolet,Cobalt,PL3,P12-N64,No
303,2005,Chevrolet,Colorado,PL3,P12-N64,No
304,2005,GMC,Envoy,PL2,E40-883,No
305,2005,GMC,Envoy XUV,PL2,Information not available,No
306,2005,GMC,Jimmy,PL2,U44G-G45,No
307,2005,GMC,Safari,PL2,U44G-G45,No
308,2005,GMC,Savana,PL2,U44G-G45,No
309,2005,GMC,Sierra,PL2,U44G-G45,No
310,2005,GMC,Sonoma,PL2,Information not available,No
311,2005,GMC,Yukon XL,PL2,U44G-G45,No
312,2005,GMC,Yukon Denali,PL2,U44G-G45,No
313,2005,GMC,Canyon,PL3,P12-N64,No
314,2005,Hummer,H2,PL2,U44G-G45,No
315,2005,Hummer,H2 SUT,PL2,Information not available,No
316,2005,Pontiac,GTO,Holden,E40-883,No
317,2005,Pontiac,Vibe,Information not available,Information not available,No
318,2005,Pontiac,Montana,PK3,U32-XC2,No
319,2005,Pontiac,Montana SV6,PK3,U32-XC2,No
320,2005,Pontiac,G6,PK3,U32-XJ5,No
321,2005,Saturn,Relay,PK3,U32-XC2,No
322,2005,Saturn,L Series,PL2,Information not available,No
323,2005,Saturn,Vue,PL2,U22-143,No
324,2005,Saturn,ION,PL3,E16A-26S,No
325,2006,Buick,LaCrosse,PK3,E55-507,No
326,2006,Buick,Rendezvous,PK3,E55-507,No
327,2006,Buick,Terraza,PK3,U32-XC2,No
328,2006,Buick,Lucerne,PK3,Information not available,No
329,2006,Buick,Rainier,PL2,P10,No
330,2006,Cadillac,STS,EZ,E55-509,No
331,2006,Cadillac,XLR,EZ,U36-E22,No
332,2006,Cadillac,CTS,PK3,U44G-G45,No
333,2006,Cadillac,DTS,PK3,Information not available,No
334,2006,Cadillac,SRX,PK3,U36-E22,No
335,2006,Cadillac,Escalade ESV,PL2,Information not available,No
336,2006,Cadillac,Escalade EXT,PL2,U44G-G45,No
337,2006,Chevrolet,Uplander,PK3,U32-XC2,No
338,2006,Chevrolet,Cobalt,PK3,E16A-14C,No
339,2006,Chevrolet,HHR,PK3,Information not available,No
340,2006,Chevrolet,Impala,PK3,U44C-721,No
341,2006,Chevrolet,Avalanche,PL2,U44G-G45,No
342,2006,Chevrolet,Classic,PL2,Information not available,No
343,2006,Chevrolet,Equinox,PL2,U32-XJ5,No
344,2006,Chevrolet,SSR,PL2,Information not available,No
345,2006,Chevrolet,Suburban,PL2,U44G-G45,No
346,2006,Chevrolet,Tahoe,PL2,U44G-G45,No
347,2006,Chevrolet,Trailblazer,PL2,P12-N64,No
348,2006,Chevrolet,Colorado,PL3,P12-N64,No
349,2006,GMC,Envoy,PL2,E40-679,No
350,2006,GMC,Envoy XUV,PL2,Information not available,No
351,2006,GMC,Savana,PL2,U44G-G45,No
352,2006,GMC,Sierra,PL2,U44G-G45,No
353,2006,GMC,Sonoma,PL2,Information not available,No
354,2006,GMC,Yukon XL,PL2,U44G-G45,No
355,2006,GMC,Yukon/Denali,PL2,U44G-G45,No
356,2006,GMC,Canyon,PL3,P12-N64,No
357,2006,Hummer,H2,PL2,U44G-G45,No
358,2006,Hummer,H2 SUT,PL2,Information not available,No
359,2006,Hummer,H3,PL3,P12-N64,No
360,2006,Pontiac,GTO,Holden,E40-679,No
361,2006,Pontiac,Vibe,Information not available,Information not available,No
362,2006,Pontiac,Montana,PK3,U32-XC2,No
363,2006,Pontiac,Montana SV6,PK3,U32-XC2,No
364,2006,Pontiac,G6,PK3,E67-TP1,No
365,2006,Pontiac,Solstice,PK3,E67-TP1,No
366,2006,Saturn,Relay,PK3,U32-XC2,No
367,2006,Saturn,Vue,PL2,U26-698,No
368,2006,Saturn,ION,PL3,E16A-26S,No
369,2007,Buick,LaCrosse,PK3,E55-507,No
370,2007,Buick,Rendezvous,PK3,U32-XC2,No
371,2007,Buick,Terraza,PK3,Information not available,No
372,2007,Buick,Lucerne,PK3,E67-TP1,No
373,2007,Cadillac,STS,KA,E67-TP1,No
374,2007,Cadillac,XLR,KA,Information not available,No
375,2007,Cadillac,CTS,PK3,E55-507,No
376,2007,Cadillac,DTS,PK3,E67-TP1,No
377,2007,Cadillac,Escalade,PK3,E38-Y2Y,Yes
378,2007,Cadillac,Escalade ESV,PK3,Information not available,No
379,2007,Cadillac,Escalade EXT,PK3,Information not available,No
380,2007,Cadillac,SRX,PK3,E67-TP1,No
381,2007,Chevrolet,Corvette,KA,E38-Y2Y,Yes
382,2007,Chevrolet,Uplander,PK3,E67-TP1,No
383,2007,Chevrolet,Avalanche,PK3,E38-Y2Y,Yes
384,2007,Chevrolet,Cobalt,PK3,E67-TP1,No
385,2007,Chevrolet,Equinox,PK3,E38-Y2Y,Yes
386,2007,Chevrolet,HHR,PK3,E67-TP1,No
387,2007,Chevrolet,Impala,PK3,E38-Y2Y,Yes
388,2007,Chevrolet,Malibu,PK3,E38-Y2Y,Yes
389,2007,Chevrolet,Monte Carlo,PK3,E67-TP1,No
390,2007,Chevrolet,Suburban,PK3,E38-Y2Y,Yes
391,2007,Chevrolet,Tahoe,PK3,E38-Y2Y,Yes
392,2007,Chevrolet,C/K Truck,PL2,Information not available,No
393,2007,Chevrolet,Express,PL2,U44G-G45,No
394,2007,Chevrolet,Trailblazer,PL2,P12-N77,No
395,2007,Chevrolet,Colorado,PL3,P12-N77,No
396,2007,GMC,Acadia,PK3,E67-TP1,No
397,2007,GMC,Yukon XL,PK3,E38-Y2Y,Yes
398,2007,GMC,Yukon Denali,PK3,E38-Y2Y,Yes
399,2007,GMC,Envoy,PL2,E67-TP1,No
400,2007,GMC,Savana,PL2,U44G-G45,No
401,2007,GMC,Sierra,PL2,U44G-G45,No
402,2007,GMC,Canyon,PL3,P12-N77,No
403,2007,Hummer,H2,PL2,U44G-G45,No
404,2007,Hummer,H2 SUT,PL2,Information not available,No
405,2007,Hummer,H3,PL3,P12-N77,No
406,2007,Pontiac,Vibe,Information not available,Information not available,No
407,2007,Pontiac,Grand Am,PK3,Information not available,No
408,2007,Pontiac,Montana,PK3,E67-TP1,No
409,2007,Pontiac,Montana SV6,PK3,E67-TP1,No
410,2007,Pontiac,G5,PK3,E67-TP1,No
411,2007,Pontiac,G6,PK3,E67-TP1,No
412,2007,Pontiac,Solstice,PK3,E67-TP1,No
413,2007,Pontiac,Torrent,PK3,E38-Y2Y,Yes
414,2007,Saturn,Relay,PK3,E67-TP1,No
415,2007,Saturn,Aura,PK3,E38-Y2Y,Yes
416,2007,Saturn,Outlook,PK3,E67-TP1,No
417,2007,Saturn,Sky,PK3,E69-438,Yes
418,2007,Saturn,Vue,PL2,U22-143,No
419,2007,Saturn,ION,PL3,E67-TP1,No
420,2008,Buick,LaCrosse,PK3,E67-TP1,No
421,2008,Buick,Enclave,PK3,E67-TP1,No
422,2008,Buick,Lucerne,PK3,U32-P05,No
423,2008,Cadillac,STS,KA,E67-TP1,No
424,2008,Cadillac,XLR,KA,Information not available,No
425,2008,Cadillac,DTS,PK3,E67-TP1,No
426,2008,Cadillac,Escalade,PK3,E38-Y2Y,Yes
427,2008,Cadillac,Escalade ESV,PK3,Information not available,No
428,2008,Cadillac,Escalade EXT,PK3,Information not available,No
429,2008,Cadillac,SRX,PK3,E77-420,Yes
430,2008,Cadillac,CTS,PK3,E77-420,Yes
431,2008,Chevrolet,Corvette,KA,E38-Y2Y,Yes
432,2008,Chevrolet,Uplander,PK3,E67-TP1,No
433,2008,Chevrolet,Avalanche,PK3,E38-Y2Y,Yes
434,2008,Chevrolet,C/K Truck,PK3,Information not available,No
435,2008,Chevrolet,Cobalt,PK3,E37,Yes
436,2008,Chevrolet,Equinox,PK3,E77-420,Yes
437,2008,Chevrolet,Express,PK3,E35-LMM,Yes
438,2008,Chevrolet,HHR,PK3,E37,Yes
439,2008,Chevrolet,Impala,PK3,E38-Y2Y,Yes
440,2008,Chevrolet,Malibu,PK3,E67-TP1,No
441,2008,Chevrolet,Suburban,PK3,E38-Y2Y,Yes
442,2008,Chevrolet,Tahoe,PK3,E38-Y2Y,Yes
443,2008,Chevrolet,Trailblazer,PL2,E67-TP1,No
444,2008,Chevrolet,Colorado,PL3,E67-TP1,No
445,2008,GMC,Acadia,PK3,E67-TP1,No
446,2008,GMC,Savana,PK3,E35-LMM,Yes
447,2008,GMC,Sierra,PK3,E35-LMM,Yes
448,2008,GMC,Yukon XL,PK3,Information not available,No
449,2008,GMC,Yukon Denali,PK3,E38-Y2Y,Yes
450,2008,GMC,Envoy,PL2,E67-TP1,No
451,2008,GMC,Canyon,PL3,E67-TP1,No
452,2008,Hummer,H2,PK3,Information not available,No
453,2008,Hummer,H2 SUT,PK3,Information not available,No
454,2008,Hummer,H3,PL3,E67-TP1,No
455,2008,Pontiac,Grand Am,PK3,Information not available,No
456,2008,Pontiac,Montana,PK3,Information not available,No
457,2008,Pontiac,Montana SV6,PK3,Information not available,No
458,2008,Pontiac,G5,PK3,Information not available,No
459,2008,Pontiac,G6,PK3,E38-Y2Y,Yes
460,2008,Pontiac,G8,PK3,E77-420,Yes
461,2008,Pontiac,Solstice,PK3,E69-326,Yes
462,2008,Pontiac,Torrent,PK3,E77-420,Yes
463,2008,Pontiac,Vibe,Toyota Immobilizer,Information not available,No
464,2008,Saturn,Astra,Opel,U62-C20,No
465,2008,Saturn,Aura,PK3,E38-Y2Y,Yes
466,2008,Saturn,Outlook,PK3,E67-TP1,No
467,2008,Saturn,Sky,PK3,E69-326,Yes
468,2008,Saturn,Vue,PK3,E67-TP1,No
469,2009,Buick,LaCrosse,PK3,U32-P05,No
470,2009,Buick,Enclave,PK3,E69-216,Yes
471,2009,Buick,Lucerne,PK3,E37,Yes
472,2009,Cadillac,STS,KA,E67-TP1,No
473,2009,Cadillac,XLR,KA,E67-TP1,No
474,2009,Cadillac,CTS,PK3,E67-TP1,No
475,2009,Cadillac,DTS,PK3,E67-TP1,No
476,2009,Cadillac,Escalade,PK3,E38-Y2Y,Yes
477,2009,Cadillac,Escalade ESV,PK3,Information not available,No
478,2009,Cadillac,Escalade EXT,PK3,Information not available,No
479,2009,Cadillac,SRX,PK3,E77-420,Yes
480,2009,Chevrolet,Corvette,KA,E38-Y2Y,Yes
481,2009,Chevrolet,Uplander,PK3,Information not available,No
482,2009,Chevrolet,Avalanche,PK3,E38-Y2Y,Yes
483,2009,Chevrolet,C/K Truck,PK3,Information not available,No
484,2009,Chevrolet,Cobalt,PK3,E37,Yes
485,2009,Chevrolet,Equinox,PK3,E38-Y2Y,Yes
486,2009,Chevrolet,Express,PK3,E38-Y2Y,Yes
487,2009,Chevrolet,HHR,PK3,E69-326,Yes
488,2009,Chevrolet,Impala,PK3,E38-Y2Y,Yes
489,2009,Chevrolet,Malibu,PK3,E38-Y2Y,Yes
490,2009,Chevrolet,Suburban,PK3,E38-Y2Y,Yes
491,2009,Chevrolet,Tahoe,PK3,E38-Y2Y,Yes
492,2009,Chevrolet,Traverse,PK3,E69-216,Yes
493,2009,Chevrolet,Trailblazer,PL2,E67-TP1,No
494,2009,Chevrolet,Colorado,PL3,E67-TP1,No
495,2009,GMC,Acadia,PK3,E69-216,Yes
496,2009,GMC,Savana,PK3,Information not available,No
